0,30,15
0,12,13
0,47,12
0,28,17
0,8,18
0,6,15
0,17,2
0,43,7
0,22,8
0,20,7
0,10,7
0,23,12
0,41,14
0,14,13
0,36,9
0,25,6
0,42,4
0,1,20
0,26,5
0,37,6
0,13,6
0,2,8
0,29,13
0,9,20
0,49,2
0,39,8
0,46,20
0,33,10
0,45,19
1,35,11
1,36,12
1,32,13
1,5,4
1,21,14
1,18,8
1,47,14
1,34,16
1,39,9
1,11,2
1,45,19
1,22,6
1,19,4
1,40,8
1,41,7
1,43,19
1,24,11
1,31,1
1,46,4
1,14,17
1,9,20
1,15,2
1,26,4
1,27,5
1,44,16
1,4,15
1,12,2
1,17,6
1,8,2
1,10,7
1,7,4
1,6,13
1,29,16
1,30,11
2,32,17
2,15,20
2,40,9
2,29,5
2,16,14
2,7,20
2,20,13
2,19,4
2,17,2
2,27,9
2,3,9
2,22,2
2,4,18
2,21,8
2,28,1
2,44,3
2,49,1
2,8,19
2,25,11
2,46,15
2,5,6
2,47,20
2,38,5
2,13,1
2,48,11
2,35,13
2,14,13
2,31,7
2,41,19
2,43,15
2,11,14
2,10,10
2,42,8
2,6,13
2,30,12
2,39,5
2,33,4
2,9,18
2,12,5
2,34,11
2,45,17
2,36,17
2,26,11
2,23,3
2,24,20
2,37,15
3,4,3
3,35,2
3,31,13
3,13,7
3,15,7
3,21,9
3,17,10
3,29,13
3,20,11
3,5,9
3,19,17
3,7,14
3,9,12
3,11,6
3,43,16
3,27,7
3,46,17
3,33,11
3,6,9
3,42,2
3,8,12
3,45,9
3,41,15
3,40,20
3,22,18
3,24,6
3,12,6
3,25,16
3,30,8
3,10,17
3,34,8
3,48,2
3,26,11
3,49,3
4,23,20
4,15,12
4,24,8
4,30,14
4,7,1
4,22,3
4,39,4
4,45,14
4,35,18
4,40,2
4,36,10
4,16,3
4,10,16
4,44,7
4,38,3
4,26,20
4,14,13
4,37,2
4,31,6
4,41,14
4,20,20
4,48,3
4,33,12
4,5,10
4,32,1
4,43,10
4,17,15
4,13,16
4,18,10
4,29,1
4,6,13
4,12,19
4,8,1
4,19,1
4,9,8
4,47,13
4,28,12
4,27,14
4,21,15
5,37,20
5,44,12
5,24,1
5,10,13
5,13,17
5,31,7
5,48,6
5,23,2
5,8,3
5,39,15
5,28,1
5,43,7
5,47,11
5,21,19
5,45,10
5,26,11
5,22,4
5,16,10
5,34,17
5,46,8
5,20,8
5,27,5
5,36,15
5,15,13
5,17,8
5,25,18
6,44,9
6,28,1
6,31,20
6,42,14
6,37,10
6,40,14
6,8,17
6,32,5
6,45,9
6,29,12
6,34,4
6,18,5
6,14,3
6,36,5
6,19,6
6,10,18
6,47,19
6,26,3
6,13,11
6,38,15
6,25,18
6,43,2
6,16,3
6,12,11
6,9,18
6,7,20
6,33,2
6,48,18
6,23,16
6,46,9
6,21,13
6,24,6
6,17,19
6,20,10
6,11,5
6,39,2
6,27,8
6,49,17
6,30,18
6,35,4
6,41,7
6,22,1
7,48,4
7,45,11
7,46,1
7,35,6
7,26,8
7,10,9
7,32,11
7,9,6
7,30,10
7,44,9
7,39,13
7,49,12
7,16,17
7,13,8
7,28,14
7,14,1
7,19,5
7,42,6
7,12,2
7,23,4
7,47,13
7,41,16
7,43,10
7,33,17
7,21,10
7,34,6
7,31,13
7,20,8
7,29,6
7,27,6
7,37,4
7,36,16
7,18,7
7,38,3
7,11,18
7,24,17
7,8,6
7,40,17
8,42,18
8,14,5
8,9,15
8,27,15
8,46,15
8,29,8
8,26,19
8,28,9
8,18,20
8,24,4
8,33,20
8,16,5
8,44,15
8,20,10
8,12,6
8,43,17
8,13,20
8,23,18
8,35,17
8,31,3
8,34,15
8,41,19
8,40,4
8,19,1
8,25,8
8,10,12
8,21,11
8,49,15
8,39,19
8,15,7
8,22,10
8,37,6
8,11,20
8,47,4
8,17,6
8,48,8
8,36,11
8,38,1
8,30,2
8,32,2
9,28,10
9,34,17
9,39,1
9,21,15
9,33,15
9,29,5
9,38,19
9,17,5
9,18,9
9,32,19
9,15,5
9,46,2
9,48,5
9,37,13
9,22,14
9,25,2
9,26,4
9,16,11
9,47,16
9,42,10
9,49,4
9,27,18
9,14,8
9,11,2
9,13,11
9,24,13
9,23,20
9,43,7
9,45,16
9,19,14
9,41,11
9,12,8
9,20,19
9,40,9
9,35,16
9,30,8
9,31,20
9,36,13
9,44,7
9,10,20
10,29,14
10,20,9
10,24,2
10,37,8
10,13,10
10,11,6
10,40,18
10,49,18
10,44,20
10,14,4
10,31,14
10,22,10
10,46,20
10,45,1
10,18,8
10,19,10
10,16,14
10,38,4
10,21,18
10,28,7
10,34,1
10,15,16
10,33,11
10,30,13
10,27,4
10,35,9
11,18,10
11,12,6
11,47,4
11,46,5
11,31,20
11,43,7
11,41,13
11,16,4
11,29,20
11,15,6
11,38,14
11,27,6
11,35,8
11,40,15
11,20,8
11,33,12
11,19,14
11,44,20
11,37,1
11,14,5
12,30,12
12,32,3
12,19,5
12,41,2
12,43,20
12,21,10
12,27,3
12,31,19
12,46,2
12,45,14
12,39,18
12,35,1
12,44,3
12,13,9
12,25,4
12,26,8
12,40,18
12,37,4
12,42,13
12,36,11
12,49,11
13,26,9
13,33,7
13,39,7
13,20,17
13,27,13
13,16,7
13,32,17
13,48,3
13,22,6
13,46,4
13,37,12
13,49,16
13,29,4
13,14,15
13,47,11
13,18,6
13,41,16
13,36,8
14,42,13
14,40,12
14,43,2
14,48,13
14,21,11
14,27,18
14,36,18
14,45,19
14,17,11
14,32,1
14,33,11
14,16,18
14,19,2
14,37,8
14,24,4
14,29,14
14,38,1
14,31,15
14,41,5
14,35,4
14,49,5
15,47,7
15,17,6
15,41,13
15,43,3
15,18,1
15,38,11
15,22,17
15,39,13
15,27,17
15,23,19
15,19,4
15,28,19
15,29,6
15,33,14
15,31,2
15,26,9
15,48,9
15,16,13
15,36,11
15,30,12
15,40,10
15,37,6
15,34,10
15,21,16
15,25,14
15,42,3
15,44,7
15,35,1
15,45,3
16,39,15
16,20,3
16,26,12
16,35,7
16,43,13
16,37,2
16,23,18
16,25,5
16,27,3
16,38,3
16,19,6
16,29,10
16,48,2
16,47,6
16,49,4
16,24,4
16,18,3
16,34,12
16,46,2
16,28,4
16,36,10
16,42,16
16,32,6
16,17,16
16,33,14
16,22,8
17,26,20
17,35,18
17,25,7
17,27,1
17,18,16
17,36,7
17,24,16
17,47,20
17,48,11
17,30,18
17,22,7
17,31,9
17,21,12
17,46,10
17,40,6
17,43,9
17,19,15
17,37,6
18,42,15
18,22,3
18,30,1
18,45,11
18,39,3
18,37,16
18,20,17
18,31,20
18,26,5
18,36,13
18,33,1
18,28,2
18,43,11
18,29,15
18,19,5
18,32,3
18,35,20
18,46,2
18,38,14
18,34,19
18,27,14
18,44,1
18,49,11
18,41,5
18,23,8
18,21,18
18,47,7
18,48,15
18,40,8
18,25,13
19,22,20
19,39,10
19,31,7
19,49,8
19,24,14
19,34,15
19,21,2
19,42,7
19,45,5
19,29,9
19,41,15
19,43,5
19,35,11
19,40,16
19,37,12
19,28,9
19,44,9
19,30,6
20,22,12
20,29,5
20,25,8
20,39,15
20,40,12
20,24,12
20,27,20
20,36,13
20,41,2
20,48,5
20,34,14
20,37,19
20,32,9
20,33,7
20,46,20
20,45,20
20,31,8
20,47,8
20,42,14
20,38,16
20,49,20
20,23,15
20,43,19
20,30,9
20,21,13
20,28,9
20,35,9
21,32,14
21,48,15
21,44,16
21,45,15
21,40,19
21,34,4
21,39,4
21,22,9
21,28,14
21,43,8
21,27,11
21,38,2
21,37,7
21,41,5
21,49,1
21,35,4
21,26,8
21,47,18
21,46,12
22,39,5
22,48,15
22,43,10
22,44,10
22,38,14
22,30,19
22,36,13
22,28,18
22,49,19
22,29,15
22,47,11
22,33,18
22,31,15
22,34,1
22,26,6
22,46,9
22,32,17
22,23,2
22,41,9
22,40,8
22,27,17
22,45,12
22,35,1
23,42,17
23,28,19
23,47,20
23,39,1
23,49,16
23,41,20
23,29,8
23,46,8
23,33,6
23,31,10
23,34,5
23,48,20
23,25,9
23,35,20
23,40,15
23,44,16
23,43,19
23,45,11
23,32,5
23,27,9
23,24,5
23,37,8
23,38,11
23,36,17
23,30,20
24,48,10
24,26,15
24,33,1
24,35,9
24,29,17
24,47,4
24,36,9
24,45,12
24,39,16
24,46,2
24,40,13
24,28,12
24,32,18
24,31,17
24,37,1
24,42,20
24,43,11
24,44,15
24,38,19
24,49,8
24,34,4
24,27,10
24,30,3
24,25,20
24,41,11
25,29,14
25,44,10
25,46,18
25,40,11
25,34,4
25,27,11
25,49,8
25,48,1
25,31,4
25,43,10
25,26,5
25,32,5
25,35,12
25,36,5
25,37,12
25,39,11
25,38,4
25,42,3
25,45,19
25,41,3
25,33,15
25,47,2
26,43,13
26,38,4
26,37,4
26,44,18
26,46,18
26,47,17
26,27,9
26,39,16
26,40,20
26,32,12
26,34,20
26,41,17
26,36,6
26,28,20
26,29,8
26,48,13
26,49,11
26,30,11
26,45,12
26,42,11
26,35,17
26,31,6
26,33,2
27,42,6
27,41,9
27,36,19
27,40,16
27,39,2
27,44,20
27,37,20
27,31,16
27,32,13
27,29,5
27,34,2
27,47,8
27,49,9
27,46,10
27,48,2
27,30,3
27,38,5
27,35,4
27,33,2
27,43,18
27,45,17
27,28,1
28,48,20
28,32,12
28,38,5
28,36,20
28,39,18
28,46,16
28,41,16
28,40,10
28,34,10
28,35,3
28,42,1
28,49,11
28,33,19
28,30,12
28,43,10
28,44,15
29,30,15
29,48,9
29,41,4
29,38,9
29,47,2
29,36,20
29,34,1
29,45,5
29,44,16
29,46,4
29,33,10
29,39,2
29,37,7
29,43,8
29,32,10
