0,103,7
0,59,10
0,123,5
0,42,14
0,24,10
0,86,10
0,114,13
0,14,5
0,35,16
0,96,3
0,77,16
0,89,5
0,4,2
0,28,5
0,146,7
0,70,20
0,127,15
0,138,19
0,142,19
0,8,15
0,44,8
0,9,10
0,115,7
0,143,10
0,31,1
0,12,17
0,76,5
0,19,4
0,69,19
0,117,13
0,17,3
0,91,12
0,45,14
0,39,1
0,25,6
0,75,19
0,97,13
0,94,5
0,53,10
0,5,3
0,112,2
0,124,13
0,87,10
0,98,1
0,102,6
0,136,3
0,148,13
0,64,15
0,118,16
0,62,5
0,107,6
0,51,12
0,29,6
0,1,19
0,71,20
0,120,1
0,61,6
0,100,4
0,47,17
0,145,9
0,46,10
0,34,16
0,41,4
0,116,15
0,125,15
0,23,3
0,66,20
0,21,14
0,129,11
0,110,11
0,109,13
0,30,7
0,56,16
0,84,7
0,2,15
0,15,5
0,141,18
0,52,8
0,11,2
0,67,7
0,49,4
0,82,15
0,55,15
0,104,15
0,140,7
0,79,10
0,72,14
0,130,13
0,10,18
0,113,11
0,99,19
0,149,20
0,111,10
0,139,3
0,144,19
0,22,3
0,13,3
0,60,14
0,137,3
0,40,12
0,93,20
0,105,18
0,132,10
0,48,16
0,135,1
0,43,10
0,16,12
0,85,1
0,88,13
0,27,16
0,3,10
0,73,13
0,63,1
0,119,2
0,6,20
0,78,17
1,144,7
1,143,11
1,91,6
1,104,19
1,86,15
1,111,17
1,107,12
1,149,11
1,136,20
1,130,11
1,138,17
1,106,17
1,102,8
1,76,16
1,78,18
1,122,15
1,62,6
1,74,20
1,116,4
1,20,13
1,95,16
1,69,18
1,115,7
1,119,4
1,98,12
1,109,5
1,142,17
1,118,1
1,133,5
1,38,10
1,30,10
1,25,14
1,61,3
1,145,2
1,60,5
1,72,9
1,35,18
1,65,7
1,24,19
1,134,12
1,73,3
1,16,3
1,29,16
1,71,14
1,87,18
1,4,7
1,13,8
1,112,8
1,103,12
1,5,9
1,26,18
1,113,1
1,94,7
1,55,6
1,80,8
1,99,12
1,21,8
1,54,13
1,83,8
1,137,9
1,75,8
1,127,17
1,49,4
1,68,14
1,146,15
1,141,10
1,36,9
1,123,20
1,44,5
1,40,4
1,2,10
1,23,2
1,84,18
1,14,4
1,108,14
1,59,2
1,96,1
1,12,17
1,77,11
1,101,4
1,43,18
1,114,18
1,47,15
1,147,14
1,34,6
1,8,11
1,148,8
1,100,9
1,120,16
1,129,5
1,67,18
1,79,9
1,89,13
1,11,16
1,128,12
1,45,13
1,52,13
1,85,5
1,56,19
1,18,16
2,126,12
2,139,4
2,43,2
2,39,18
2,135,3
2,121,12
2,144,6
2,128,14
2,62,18
2,104,6
2,78,1
2,124,4
2,59,9
2,25,7
2,24,19
2,118,9
2,58,1
2,51,1
2,93,7
2,79,1
2,97,2
2,136,17
2,109,10
2,133,2
2,19,9
2,55,13
2,60,11
2,143,5
2,18,17
2,91,2
2,116,17
2,106,1
2,17,17
2,89,8
2,72,16
2,46,3
2,30,3
2,92,13
2,146,2
2,82,8
2,52,16
2,83,13
2,42,16
2,23,2
2,54,11
2,137,15
2,36,4
2,112,19
2,80,18
2,99,7
2,5,4
2,74,3
2,40,17
2,68,10
2,32,19
2,87,9
2,111,4
2,10,20
2,108,16
2,129,3
2,56,2
2,21,8
2,115,15
2,22,12
2,117,20
2,88,11
2,120,9
2,61,8
2,41,9
2,66,11
2,57,10
2,38,16
2,119,6
2,20,8
2,67,14
2,81,14
2,132,20
2,65,9
2,44,19
2,27,17
2,114,19
2,12,2
2,134,18
2,3,17
2,33,6
2,101,16
2,94,17
2,29,6
2,130,8
2,95,5
2,6,6
2,107,18
2,105,19
2,16,1
2,142,6
2,34,10
2,35,12
2,31,20
2,63,13
2,14,4
2,110,9
2,71,9
2,9,8
2,8,18
2,131,20
2,90,3
2,85,11
2,125,11
2,100,8
2,149,9
2,141,19
2,138,11
2,122,1
2,50,2
2,47,15
2,103,2
2,7,11
2,84,6
2,98,11
2,53,1
2,75,19
2,4,11
2,28,14
2,96,11
2,147,14
2,127,1
3,9,4
3,59,18
3,71,6
3,122,18
3,109,2
3,67,20
3,113,6
3,38,20
3,36,9
3,131,12
3,127,6
3,125,8
3,16,19
3,18,17
3,54,1
3,86,8
3,27,2
3,120,15
3,39,18
3,101,11
3,97,10
3,104,7
3,20,5
3,34,15
3,121,12
3,5,18
3,143,20
3,26,12
3,139,1
3,105,15
3,12,6
3,32,13
3,91,2
3,70,5
3,140,19
3,74,12
3,40,18
3,63,19
3,8,15
3,100,20
3,76,18
3,119,2
3,107,16
3,46,20
3,94,4
3,25,12
3,66,20
3,62,15
3,144,17
3,114,7
3,112,14
3,15,7
3,58,18
3,55,10
3,89,7
3,19,2
3,53,5
3,14,9
3,92,15
3,45,13
3,102,16
3,110,16
3,82,2
3,60,2
3,111,16
3,50,13
3,84,15
3,136,14
3,117,14
3,51,9
3,116,4
3,118,9
3,72,3
3,147,7
3,7,3
3,22,9
3,13,11
3,135,19
3,11,8
3,85,8
3,79,1
3,30,18
3,106,8
3,80,17
3,33,11
3,44,17
3,73,14
3,10,20
3,123,9
3,149,10
3,21,11
3,49,10
3,42,14
3,28,15
3,68,13
3,29,8
3,108,15
3,128,4
3,4,18
4,133,6
4,44,17
4,20,15
4,62,6
4,12,16
4,131,19
4,112,6
4,17,5
4,40,14
4,96,17
4,82,6
4,85,13
4,142,10
4,105,19
4,48,15
4,83,4
4,63,4
4,61,14
4,110,11
4,31,3
4,67,2
4,43,7
4,8,16
4,76,15
4,129,11
4,88,13
4,92,14
4,29,17
4,98,17
4,106,10
4,68,18
4,65,19
4,22,2
4,11,18
4,6,9
4,7,3
4,16,8
4,72,3
4,55,11
4,116,8
4,143,9
4,46,5
4,57,18
4,128,9
4,23,1
4,94,10
4,144,9
4,73,2
4,18,14
4,45,2
4,27,11
4,102,19
4,126,17
4,56,14
4,47,3
4,37,1
4,109,10
4,95,16
4,84,3
4,13,15
4,33,4
4,5,10
4,104,15
4,127,17
4,70,5
4,145,6
4,137,7
4,141,8
4,139,5
4,100,10
4,9,19
4,111,5
4,35,8
4,86,9
4,41,10
4,125,16
4,135,4
4,121,3
4,19,8
4,64,8
4,132,9
4,58,9
4,123,9
4,49,14
4,80,14
4,77,13
4,32,18
4,113,1
4,130,11
4,101,13
4,24,2
4,50,3
4,52,11
4,148,1
4,71,15
4,89,9
4,60,20
4,108,5
4,78,4
4,107,17
4,59,9
4,21,7
4,103,3
5,128,20
5,49,10
5,35,13
5,102,6
5,122,17
5,7,4
5,10,12
5,55,5
5,106,12
5,57,12
5,130,15
5,93,1
5,90,17
5,28,18
5,20,2
5,52,16
5,87,6
5,42,16
5,36,3
5,110,14
5,32,5
5,40,10
5,61,14
5,105,8
5,53,11
5,91,16
5,22,8
5,139,9
5,115,5
5,63,12
5,82,3
5,46,9
5,54,4
5,100,5
5,143,9
5,14,12
5,145,17
5,74,18
5,146,17
5,39,11
5,70,8
5,12,9
5,23,20
5,111,18
5,26,6
5,50,1
5,107,7
5,31,1
5,81,13
5,120,20
5,123,6
5,8,5
5,69,10
5,41,1
5,85,13
5,25,3
5,135,14
5,43,15
5,29,1
5,27,12
5,101,16
5,21,18
5,76,17
5,34,11
5,73,2
5,72,5
5,136,8
5,103,13
5,16,14
5,9,2
5,11,14
5,137,3
5,15,2
5,149,11
5,60,16
5,127,19
5,113,7
5,19,3
5,132,8
5,97,13
5,62,11
5,119,4
5,86,6
5,92,12
5,65,16
5,71,1
5,66,14
5,117,17
5,48,6
5,6,7
5,109,16
5,79,17
5,33,10
5,118,18
5,125,7
